city,Customer_Name,Customer_Segment,Discount,Number_of_Records,Order_Date,Order_ID,Order_Priority,Order_Quantity,Product_Base_Margin,Product_Category,Product_Container,Product_Sub_Category,Profit,Region,Row_ID,Sales,Ship_Date,Ship_Mode,Shipping_Cost,State,Unit_Price,Zip_Code
Mansfield,Kean Nguyen,Corporate,0.06,1,2013-07-21,41569,Critical,49,0.38,Office Supplies,Small Box,Storage and Organization,1361.56,Central,6506,5423.58,2013-07-21,Regular Air,19.99,MO,120.33,63114
Overland,Annie Thurman,Home Office,0.04,1,2013-07-21,46310,High,29,0.38,Office Supplies,Small Box,Paper,47.1,East,5855,617.34,2013-07-22,Regular Air,6.47,Ohio,12.28,44903
Overland,Annie Thurman,Home Office,0.1,1,2013-07-21,46310,High,13,0.59,Office Supplies,Small Box,Binders and Binder Accessories,652.19,Central,6504,1935.25,2013-07-22,Regular Air,11.55,MO,63.98,63114
Saint Clair Shores,Khloe Miller,Corporate,0.03,1,2013-07-21,41569,Critical,16,0.44,Office Supplies,Small Pack,Pens and Art Supplies,-6.23,Central,6505,278.5,2013-07-22,Regular Air,5.53,MO,22.01,63114
Foster City,Barry Weirich,Corporate,0.01,1,2013-07-21,45762,Low,21,0.38,Furniture,Wrap Bag,Office Furnishings,5.25,Central,5856,60.76,2013-07-23,Regular Air,1.61,Michigan,3.7,48080
Weslaco,Gary Mitchum,Consumer,0.1,1,2013-07-21,28932,Low,18,0.56,Office Supplies,Wrap Bag,Paper,308.53,West,6437,793.85,2013-07-26,Regular Air,5.08,California,37.94,94404
Ferguson,Hallie Redmond,Small Business,0.09,1,2013-07-22,16165,Not Specified,19,0.71,Office Supplies,Wrap Bag,Pens and Art Supplies,-12.59,Central,4063,98.94,2013-07-28,Regular Air,2.27,Texas,5.85,78596
Ferguson,Hallie Redmond,Small Business,0.07,1,2013-07-22,16165,Not Specified,24,0.63,Office Supplies,Small Box,Storage and Organization,183.28,Central,2244,3555.29,2013-07-22,Express Air,19.99,MO,193.17,63135
League City,Erin Smith,Home Office,0.09,1,2013-07-22,42086,High,18,0.59,Furniture,Medium Box,Office Furnishings,376.52,Central,2243,1452.48,2013-07-23,Express Air,10.84,MO,62.18,63135
Ferguson,Hallie Redmond,Small Business,0.01,1,2013-07-22,16165,Not Specified,4,0.75,Office Supplies,Wrap Bag,Pens and Art Supplies,-2.39,Central,5935,50.15,2013-07-23,Regular Air,0.97,Texas,2.78,77573
Overland Park,Anna Andreadi,Small Business,0.08,1,2013-07-22,26373,Medium,7,0.57,Technology,Small Box,Computer Peripherals,-125.16,Central,2242,136.68,2013-07-24,Express Air,4,MO,30.73,63135
Berea,Lena Radford,Small Business,0.06,1,2013-07-23,32323,High,3,0.39,Office Supplies,Small Box,Appliances,2.3,Central,3691,285.08,2013-07-25,Regular Air,5.33,Kansas,40.98,66212
Colonia,Christy Brittain,Consumer,0.02,1,2013-07-23,26784,Critical,12,0.64,Office Supplies,Small Box,Paper,-21.13,East,4542,75.81,2013-07-23,Regular Air,8.18,Ohio,22.84,44017
Hawthorne,Christy Brittain,Consumer,0.09,1,2013-07-23,26784,Critical,33,0.39,Furniture,Jumbo Drum,Chairs and Chairmats,-64.14,East,3749,1466.95,2013-07-24,Delivery Truck,30,New Jersey,120.98,7067
Berea,Lena Radford,Small Business,0.01,1,2013-07-23,32323,High,3,0.61,Technology,Medium Box,Office Machines,-37.94,East,3750,440.23,2013-07-24,Regular Air,7.51,New Jersey,13.99,7506
Menlo Park,Natalie Webber,Consumer,0,1,2013-07-23,56869,Low,10,0.59,Technology,Small Pack,Computer Peripherals,-31.43,East,4541,28.75,2013-07-24,Regular Air,3.62,Ohio,8.46,44017
Berea,Lena Radford,Small Business,0.02,1,2013-07-23,32323,High,38,0.6,Office Supplies,Small Box,Appliances,157.45,West,7960,842.19,2013-07-25,Regular Air,4.5,California,80.98,94025
North Platte,Liz MacKendrick,Corporate,0.1,1,2013-07-23,3109,Low,47,0.41,Technology,Medium Box,Telephones and Communication,-118.48,East,4543,259.72,2013-07-25,Regular Air,5.03,Ohio,7.99,44017
Chandler,Rob Williams,Home Office,0.04,1,2013-07-23,57440,Low,12,0.58,Furniture,Small Pack,Office Furnishings,199.3,Central,458,1005.74,2013-07-30,Regular Air,8.99,Nebraska,22.23,69101
North Platte,Liz MacKendrick,Corporate,0.01,1,2013-07-23,3109,Low,37,0.58,Technology,Small Box,Telephones and Communication,-43.25,West,8040,1171.23,2013-07-30,Express Air,2.5,Arizona,115.99,85224
Metairie,Rob Beeghly,Consumer,0.05,1,2013-07-24,51780,Low,44,0.36,Technology,Small Box,Telephones and Communication,1653.97,Central,459,6477.74,2013-07-30,Regular Air,8.99,Nebraska,205.99,69101
Provo,Cari Sayre,Corporate,0.1,1,2013-07-24,35046,Medium,21,0.39,Office Supplies,Wrap Bag,Paper,11.45,South,7257,185.82,2013-07-24,Express Air,2.26,Louisiana,4.2,70003
Provo,Cari Sayre,Corporate,0.07,1,2013-07-24,35046,Medium,13,0.6,Office Supplies,Small Box,Binders and Binder Accessories,-54.67,West,4926,151.86,2013-07-24,Express Air,6.05,Utah,7.1,84604
Provo,Cari Sayre,Corporate,0.03,1,2013-07-24,35046,Medium,45,0.65,Furniture,Jumbo Drum,Chairs and Chairmats,-113.08,West,4927,3583.87,2013-07-25,Delivery Truck,69.55,Utah,284.98,84604
Metairie,Rob Beeghly,Consumer,0.04,1,2013-07-24,51780,Low,26,0.41,Furniture,Medium Box,Office Furnishings,1759.72,West,4928,4951.36,2013-07-25,Express Air,5.81,Utah,107.53,84604
Hammond,Evan Minnotte,Corporate,0.04,1,2013-07-24,15463,Low,48,0.4,Office Supplies,Jumbo Drum,Appliances,-584.93,South,7255,1846.2,2013-07-26,Delivery Truck,60,Louisiana,68.81,70003
Colonia,Giulietta Dortch,Consumer,0.03,1,2013-07-24,45030,High,1,0.57,Office Supplies,Small Box,Paper,-193.48,Central,2158,293.3,2013-07-26,Express Air,7.5,Indiana,5.98,46324
Oakville,Rob Beeghly,Consumer,0.01,1,2013-07-24,51780,Low,42,0.4,Office Supplies,Small Box,Storage and Organization,-7.25,East,6353,18.16,2013-07-26,Regular Air,6.13,New Jersey,12.28,7067
Metairie,Rob Beeghly,Consumer,0.09,1,2013-07-24,51780,Low,11,0.37,Office Supplies,Small Box,Binders and Binder Accessories,-177.03,Central,7258,372.69,2013-07-31,Express Air,8.94,MO,8.04,63129
Wilmington,Elpida Rittenbach,Consumer,0.01,1,2013-07-25,15271,Critical,18,0,Office Supplies,Small Box,Labels,7.41,South,7256,32.03,2013-07-31,Regular Air,0.5,Louisiana,3.15,70003
Cleveland Heights,Arthur Prichep,Home Office,0.07,1,2013-07-25,31073,Medium,26,0.85,Furniture,Medium Box,Chairs and Chairmats,589.38,East,2139,2389.3,2013-07-25,Regular Air,12.65,Delaware,128.24,19805
North Bergen,Mark Packer,Small Business,0.03,1,2013-07-25,40005,High,9,0.59,Office Supplies,Large Box,Storage and Organization,-618.95,East,4361,4322.26,2013-07-25,Regular Air,35,Ohio,167.27,44106
Wilmington,Elpida Rittenbach,Consumer,0.03,1,2013-07-25,15271,Critical,7,0.57,Office Supplies,Small Box,Storage and Organization,-8.7,East,5653,130.43,2013-07-25,Regular Air,4.51,New Jersey,13.48,7047
Manteca,Brian Stugart,Consumer,0.08,1,2013-07-25,23719,Critical,17,0.35,Technology,Small Pack,Telephones and Communication,-77.9,East,2140,222.26,2013-07-25,Regular Air,1.25,Delaware,35.99,19805
Bethesda,Vivek Sundaresam,Home Office,0.04,1,2013-07-25,47556,Low,29,0.37,Office Supplies,Small Box,Paper,-28.13,West,3318,122.74,2013-07-27,Regular Air,5.47,California,7.28,95336
Cleveland Heights,Arthur Prichep,Home Office,0.02,1,2013-07-25,31073,Medium,39,0.44,Technology,Small Box,Computer Peripherals,108.21,East,6687,475.58,2013-07-27,Regular Air,4,Maryland,15.98,20814
Bangor,Mark Packer,Small Business,0.1,1,2013-07-25,40005,High,20,0.68,Furniture,Small Box,Office Furnishings,843.12,East,4360,1818.76,2013-07-28,Regular Air,6.77,Ohio,46.94,44106
Urbandale,Sanjit Chand,Home Office,0.07,1,2013-07-25,24064,Medium,23,0.57,Furniture,Wrap Bag,Office Furnishings,244.45,East,5652,873.82,2013-07-28,Regular Air,4.8,Maine,45.98,4401
Eau Claire,Michael Dominguez,Home Office,0.06,1,2013-07-25,5445,Low,4,0.38,Technology,Jumbo Drum,Office Machines,935.8,Central,3362,6366.52,2013-07-28,Delivery Truck,14.7,Iowa,297.64,50322
Eau Claire,Michael Dominguez,Home Office,0.01,1,2013-07-25,5445,Low,9,0.52,Office Supplies,Small Box,Labels,14.43,Central,760,29.42,2013-07-30,Express Air,0.5,Wisconsin,3.69,54703
Mission Viejo,Corey Lock,Home Office,0.06,1,2013-07-26,45254,High,45,0.69,Office Supplies,Wrap Bag,Pens and Art Supplies,-1.82,Central,761,46.48,2013-08-01,Regular Air,1.93,Wisconsin,4.63,54703
Redlands,David Bremer,Corporate,0.02,1,2013-07-26,13090,Not Specified,15,0.38,Furniture,Jumbo Box,Tables,-3033.57,West,6377,3327.84,2013-07-27,Delivery Truck,89.3,California,70.89,92691
Wilkes Barre,Odella Nelson,Small Business,0.04,1,2013-07-26,19205,Medium,47,0.39,Office Supplies,Wrap Bag,Paper,12.97,West,1822,150.2,2013-07-27,Regular Air,4.39,California,9.27,92374
Portland,Dean Percer,Home Office,0.02,1,2013-07-26,35271,High,19,0.56,Office Supplies,Small Box,Paper,479.62,East,2655,1291.35,2013-07-27,Regular Air,5.86,Pennsylvania,26.38,18705
Wilkes Barre,Odella Nelson,Small Business,0,1,2013-07-26,19205,Medium,31,0.41,Technology,Small Box,Telephones and Communication,64.53,East,4959,1083.4,2013-07-27,Regular Air,8.99,Maine,65.99,4101
Paradise,Kean Thornton,Corporate,0.09,1,2013-07-26,20225,Low,33,0.38,Office Supplies,Wrap Bag,Pens and Art Supplies,2.36,East,2656,107.97,2013-07-28,Regular Air,1.86,Pennsylvania,3.26,18705
Paradise,Kean Thornton,Corporate,0.1,1,2013-07-26,20225,Low,22,0.49,Office Supplies,Small Box,Binders and Binder Accessories,-122.67,West,2802,124.78,2013-08-02,Regular Air,5.26,California,3.98,95969
Anacortes,Aaron Bergman,Corporate,0,1,2013-07-27,36262,Not Specified,26,0.59,Office Supplies,Wrap Bag,Pens and Art Supplies,30.5,West,2803,123.4,2013-08-02,Regular Air,0.83,California,5.84,95969
Anacortes,Aaron Bergman,Corporate,0.03,1,2013-07-27,36262,Not Specified,23,0.37,Technology,Small Box,Telephones and Communication,1148.9,West,5088,4701.69,2013-07-27,Express Air,2.5,Washington,205.99,98221
Anacortes,Aaron Bergman,Corporate,0.01,1,2013-07-27,36262,Not Specified,23,0.56,Office Supplies,Small Box,Paper,-47.64,West,5086,164.02,2013-07-28,Express Air,6.15,Washington,6.68,98221
Santa Clara,Bryan Spruell,Home Office,0.08,1,2013-07-27,47584,Critical,43,0.57,Office Supplies,Small Pack,Scissors Rulers and Trimmers,-30.51,West,5087,136.81,2013-07-28,Regular Air,3.6,Washington,5.68,98221
Schenectady,Stewart Visinsky,Corporate,0.09,1,2013-07-27,16640,Low,6,0.69,Office Supplies,Wrap Bag,Pens and Art Supplies,-8.95,West,6689,74.99,2013-07-28,Regular Air,0.83,California,1.82,95051
Delaware,Denny Blanton,Home Office,0.08,1,2013-07-27,18241,Low,25,0.6,Furniture,Jumbo Drum,Chairs and Chairmats,-227.51,East,2307,652.33,2013-07-29,Delivery Truck,30,New York,113.98,12306
Valley Stream,Anne Pryor,Home Office,0.08,1,2013-07-27,52480,Not Specified,47,0.44,Furniture,Jumbo Box,Tables,-969.05,East,2511,9944.49,2013-07-29,Delivery Truck,76.37,Ohio,400.98,43015
Santa Clara,Bryan Spruell,Home Office,0.03,1,2013-07-27,47584,Critical,4,0.36,Furniture,Small Pack,Office Furnishings,173.94,East,7362,1020.88,2013-07-29,Regular Air,8.99,New York,22.72,11580
Delaware,Denny Blanton,Home Office,0.05,1,2013-07-27,18241,Low,3,0.48,Office Supplies,Small Box,Labels,1.3,West,6688,20.19,2013-07-29,Regular Air,0.5,California,4.91,95051
Holbrook,Karen Ferguson,Corporate,0.03,1,2013-07-28,26341,Critical,8,0.63,Technology,Small Pack,Computer Peripherals,-55.11,East,2510,64.5,2013-07-29,Regular Air,1.99,Ohio,20.89,43015
Charleston,Tiffany House,Corporate,0.03,1,2013-07-28,55234,Low,5,0.57,Furniture,Jumbo Box,Tables,-281.22,East,3683,1095.27,2013-07-30,Delivery Truck,51.94,New York,124.49,11741
Albuquerque,Lauren Leatherbury,Corporate,0.1,1,2013-07-28,31809,High,1,0.35,Office Supplies,Wrap Bag,Pens and Art Supplies,-7.54,South,7705,17.06,2013-07-30,Regular Air,2.03,South Carolina,2.98,29418
Charleston,Tiffany House,Corporate,0.09,1,2013-07-28,55234,Low,12,0.62,Office Supplies,Small Box,Envelopes,-13.74,West,4461,15,2013-07-30,Regular Air,5.76,New Mexico,9.78,87105
Federal Way,Ruben Dartt,Corporate,0.03,1,2013-07-29,57216,High,46,0.78,Technology,Small Box,Computer Peripherals,-82.67,South,7704,600.86,2013-08-01,Regular Air,5.5,South Carolina,53.98,29418
Boulder,Eugene Moren,Home Office,0.02,1,2013-07-29,19843,Medium,33,0.58,Furniture,Jumbo Drum,Chairs and Chairmats,-545.82,West,8006,12719.7,2013-07-29,Delivery Truck,57,Washington,280.98,98023
Glenview,Mike Pelletier,Corporate,0.03,1,2013-07-29,25634,Not Specified,26,0.35,Technology,Small Box,Telephones and Communication,1020.41,West,2751,4416.65,2013-07-29,Regular Air,8.99,Colorado,155.99,80303
Twin Falls,Tim Brockman,Consumer,0.02,1,2013-07-29,48321,High,31,0.55,Office Supplies,Small Box,Envelopes,185.32,Central,3592,626.07,2013-07-30,Express Air,6.71,Illinois,23.99,60025
Fridley,Neil Ducich,Home Office,0.03,1,2013-07-29,51041,High,47,0.55,Office Supplies,Small Box,Storage and Organization,1856.12,West,6784,5875.66,2013-07-30,Regular Air,19.99,Idaho,178.47,83301
San Marcos,Candace McMahon,Corporate,0.07,1,2013-07-29,22054,Medium,32,0.37,Technology,Small Box,Telephones and Communication,846.95,Central,7152,2766.82,2013-07-30,Regular Air,5.92,Minnesota,65.99,55432
Issaquah,Ruben Dartt,Corporate,0.03,1,2013-07-29,57216,High,48,0.41,Furniture,Small Pack,Office Furnishings,57.55,Central,3075,216.79,2013-07-31,Regular Air,2.83,Texas,6.98,78666
Glenview,Mike Pelletier,Corporate,0.03,1,2013-07-29,25634,Not Specified,29,0.6,Office Supplies,Wrap Bag,Pens and Art Supplies,4.48,West,8007,109.78,2013-07-31,Regular Air,1.2,Washington,2.2,98027
Danville,Eugene Moren,Home Office,0.06,1,2013-07-30,20832,Not Specified,47,0.37,Technology,Small Box,Computer Peripherals,28.99,Central,3591,593.32,2013-08-01,Regular Air,4,Illinois,20.95,60025
Erie,Hallie Redmond,Small Business,0.08,1,2013-07-30,56128,Medium,41,0.57,Office Supplies,Small Box,Binders and Binder Accessories,-20.45,South,2888,88.7,2013-07-30,Regular Air,1.49,Kentucky,1.88,40422
Harrisburg,Hallie Redmond,Small Business,0.1,1,2013-07-30,56128,Medium,19,0.67,Office Supplies,Small Pack,Pens and Art Supplies,-49.66,East,7848,902.19,2013-07-30,Regular Air,8.99,Pennsylvania,22.99,16509
McKeesport,Jessica Myrick,Small Business,0.08,1,2013-07-30,39650,Not Specified,47,0.42,Furniture,Jumbo Box,Tables,33.99,East,7849,657.23,2013-07-31,Delivery Truck,46.59,Pennsylvania,44.43,17112
Killeen,Nat Carroll,Home Office,0.08,1,2013-07-30,24196,High,2,0.4,Furniture,Wrap Bag,Office Furnishings,-175.15,East,5592,329.06,2013-07-31,Regular Air,7.98,Pennsylvania,7.28,15131
Killeen,Nat Carroll,Home Office,0.05,1,2013-07-30,24196,High,24,0.55,Office Supplies,Small Box,Paper,-8.88,Central,3395,13.44,2013-07-31,Regular Air,5.17,Texas,4.28,76541
Danville,Eugene Moren,Home Office,0.08,1,2013-07-30,20832,Not Specified,39,0.54,Office Supplies,Small Box,Storage and Organization,-5.41,Central,3396,1049.49,2013-08-01,Regular Air,16.36,Texas,43.57,76541
McKeesport,Jessica Myrick,Small Business,0,1,2013-07-30,39650,Not Specified,10,0.66,Office Supplies,Wrap Bag,Pens and Art Supplies,4.13,South,2889,105.89,2013-08-01,Regular Air,0.93,Kentucky,2.84,40422
Belvidere,Beth Thompson,Corporate,0.1,1,2013-07-31,22151,High,49,0.55,Furniture,Jumbo Drum,Chairs and Chairmats,-189.02,East,5591,1004.89,2013-08-02,Delivery Truck,42,Pennsylvania,89.99,15131
Pensacola,Rachel Payne,Consumer,0.03,1,2013-07-31,34407,Low,41,0.4,Furniture,Small Box,Office Furnishings,-79.72,Central,3089,465.83,2013-07-31,Regular Air,6.22,Illinois,9.65,61008
Drexel Hill,Beth Thompson,Corporate,0.04,1,2013-07-31,22151,High,20,0.39,Office Supplies,Small Box,Envelopes,220.99,South,4838,1484.89,2013-07-31,Regular Air,14.72,Florida,35.89,32503
Dover,Sara Luxemburg,Small Business,0.01,1,2013-07-31,43200,Not Specified,3,0.39,Office Supplies,Small Box,Binders and Binder Accessories,9.82,East,3090,515.37,2013-08-01,Regular Air,12.98,Pennsylvania,24.92,19026
Millville,Sara Luxemburg,Small Business,0.04,1,2013-07-31,43200,Not Specified,15,0.85,Office Supplies,Small Box,Binders and Binder Accessories,-62.13,East,6095,554.32,2013-08-01,Regular Air,19.99,New Jersey,172.99,7801
Evans,Sam Craven,Home Office,0.06,1,2013-07-31,13127,Medium,13,0.41,Technology,Wrap Bag,Telephones and Communication,-305.97,East,6096,1073.57,2013-08-01,Regular Air,0.99,New Jersey,85.99,8332
Strongsville,Steve Nguyen,Consumer,0.03,1,2013-08-01,28321,Medium,28,0.37,Office Supplies,Jumbo Drum,Appliances,-333.07,South,1834,951.31,2013-08-03,Delivery Truck,60,Georgia,68.81,30809
Calexico,Victoria Pisteka,Corporate,0.01,1,2013-08-02,34980,Not Specified,7,0.39,Office Supplies,Small Box,Labels,24.71,East,3968,90.5,2013-08-01,Regular Air,0.99,Ohio,3.08,44136
Calexico,Victoria Pisteka,Corporate,0.06,1,2013-08-02,34980,Not Specified,25,0.6,Furniture,Small Pack,Office Furnishings,100.77,West,4914,140.77,2013-08-04,Regular Air,3.77,California,18.65,92231
Camarillo,Victoria Pisteka,Corporate,0.01,1,2013-08-02,34980,Not Specified,12,0.46,Office Supplies,Small Box,Storage and Organization,120.02,West,4915,848.19,2013-08-04,Express Air,5.49,California,34.76,92231
Asheville,Denise Monton,Home Office,0.08,1,2013-08-02,47270,Critical,9,0.36,Office Supplies,Medium Box,Appliances,148.34,West,4916,562.15,2013-08-04,Regular Air,5.1,California,46.89,93010
Asheville,Denise Monton,Home Office,0,1,2013-08-02,47270,Critical,19,0.58,Office Supplies,Small Box,Paper,-34.25,South,6647,61,2013-08-04,Regular Air,6.81,North Carolina,6.48,28806
Asheville,Denise Monton,Home Office,0.03,1,2013-08-02,47270,Critical,40,0.38,Technology,Small Box,Telephones and Communication,747.74,South,6648,3559.61,2013-08-04,Regular Air,3,North Carolina,205.99,28806
Rapid City,Philip Brown,Home Office,0.03,1,2013-08-03,29762,Critical,33,0.57,Office Supplies,Wrap Bag,Paper,47.61,South,6646,382.65,2013-08-05,Express Air,4.39,North Carolina,9.27,28806
Bakersfield,Pete Kriz,Corporate,0.01,1,2013-08-03,27744,Critical,22,0.36,Furniture,Jumbo Drum,Chairs and Chairmats,-1181.71,Central,4188,3268.56,2013-08-04,Delivery Truck,74.35,South Dakota,95.95,57701
Florence,Karen Seio,Consumer,0.06,1,2013-08-03,53605,Medium,48,0.66,Office Supplies,Small Box,Binders and Binder Accessories,-76.6,West,3882,106.69,2013-08-04,Regular Air,5.83,California,4.54,93309
Florence,Karen Seio,Consumer,0.07,1,2013-08-03,53605,Medium,1,0.73,Furniture,Jumbo Box,Bookcases,886.35,South,7511,8367.68,2013-08-05,Delivery Truck,35.89,Alabama,170.98,35630
Florence,Karen Seio,Consumer,0.06,1,2013-08-03,53605,Medium,19,0.5,Furniture,Wrap Bag,Office Furnishings,-73.1,South,7512,74.31,2013-08-05,Regular Air,34.2,Alabama,41.47,35630
Willoughby,Jas O'Carroll,Corporate,0.01,1,2013-08-03,37572,High,22,0.38,Office Supplies,Medium Box,Appliances,105.69,South,7510,506.49,2013-08-05,Regular Air,5.37,Alabama,25.98,35630
La Porte,Philip Brown,Home Office,0.03,1,2013-08-03,29762,Critical,15,0.37,Office Supplies,Small Box,Binders and Binder Accessories,2.42,East,5280,123.95,2013-08-05,Regular Air,2.99,Ohio,5.34,44094
Fitchburg,Michael Dominguez,Home Office,0.09,1,2013-08-03,26244,High,16,0.61,Office Supplies,Wrap Bag,Rubber Bands,0.78,Central,4187,22.45,2013-08-05,Regular Air,0.7,Indiana,1.48,46350
East Brunswick,Harold Dahlen,Corporate,0.09,1,2013-08-03,33154,Critical,7,0.59,Technology,Small Pack,Computer Peripherals,-42.61,Central,3665,131.72,2013-08-05,Regular Air,3.62,Wisconsin,8.46,53713
Tallahassee,Tom Zandusky,Home Office,0.02,1,2013-08-04,12483,Critical,14,0.35,Technology,Small Box,Telephones and Communication,-218.81,East,4655,368.02,2013-08-06,Regular Air,4.2,New Jersey,65.99,8816
Oak Park,Anthony Johnson,Small Business,0,1,2013-08-04,24097,High,1,0.49,Office Supplies,Small Box,Binders and Binder Accessories,607.5,South,1742,1676.44,2013-08-04,Regular Air,9.07,Florida,120.98,32303
Middletown,Nicole Brennan,Consumer,0.08,1,2013-08-04,56166,Critical,1,0.61,Technology,Small Pack,Computer Peripherals,-35.34,Central,3371,17.19,2013-08-04,Regular Air,1.99,Illinois,14.48,60302
Davie,Jack Garza,Corporate,0.09,1,2013-08-04,3108,Critical,36,0.4,Furniture,Jumbo Drum,Chairs and Chairmats,-62.19,East,7858,142.24,2013-08-05,Delivery Truck,42,Connecticut,100.89,6457
New Bern,Maxwell Schwartz,Corporate,0.01,1,2013-08-04,19748,Not Specified,6,0.37,Office Supplies,Wrap Bag,Pens and Art Supplies,-0.46,South,457,65.39,2013-08-05,Regular Air,1,Florida,1.82,33314
Tallahassee,Tom Zandusky,Home Office,0.09,1,2013-08-04,12483,Critical,30,0.57,Office Supplies,Small Box,Paper,13.34,South,2738,124.65,2013-08-05,Regular Air,5.21,North Carolina,18.97,28560
Tallahassee,Tom Zandusky,Home Office,0.1,1,2013-08-04,12483,Critical,14,0.78,Office Supplies,Small Box,Storage and Organization,338.95,South,1744,1771.67,2013-08-05,Regular Air,9.71,Florida,59.76,32303
Terre Haute,Joy Smith,Consumer,0.08,1,2013-08-04,15618,Medium,44,0.37,Furniture,Jumbo Box,Bookcases,-701.91,South,1743,1406.07,2013-08-06,Delivery Truck,57.38,Florida,100.98,32303
Amesbury,Nicole Brennan,Consumer,0.08,1,2013-08-04,56166,Critical,45,0.52,Office Supplies,Small Box,Paper,26.27,Central,2165,792.8,2013-08-06,Regular Air,9.54,Indiana,18.97,47802
Oak Park,Anthony Johnson,Small Business,0.01,1,2013-08-04,24097,High,2,0.38,Office Supplies,Medium Box,Appliances,-54.34,East,7857,615.68,2013-08-06,Regular Air,6.75,MA,14.42,1913
Terre Haute,Joy Smith,Consumer,0.06,1,2013-08-04,15618,Medium,14,0.59,Office Supplies,Small Box,Paper,-8.15,Central,3373,15.31,2013-08-06,Regular Air,4.86,Illinois,4.98,60302
Pleasure Ridge Park,Michelle Moray,Corporate,0,1,2013-08-04,19136,Not Specified,44,0.57,Technology,Small Box,Telephones and Communication,-11.4,Central,2166,782.45,2013-08-06,Regular Air,3.99,Indiana,65.99,47802
Oak Park,Anthony Johnson,Small Business,0.04,1,2013-08-04,24097,High,27,0.5,Technology,Small Pack,Telephones and Communication,429.89,South,2642,1372.95,2013-08-06,Regular Air,1.25,Kentucky,35.99,40258
Terre Haute,Joy Smith,Consumer,0.06,1,2013-08-04,15618,Medium,9,0.4,Technology,Small Box,Computer Peripherals,399.93,Central,3372,2689.48,2013-08-06,Regular Air,19.99,Illinois,99.99,60302
Friendswood,Gary Hansen,Consumer,0.06,1,2013-08-04,31495,Low,20,0.39,Office Supplies,Small Box,Paper,-34.98,Central,2164,50.93,2013-08-07,Regular Air,6.26,Indiana,5.28,47802
Pittsburg,Dennis Bolton,Consumer,0.06,1,2013-08-04,52326,Low,41,0.36,Office Supplies,Small Box,Binders and Binder Accessories,39.5,Central,4415,191.43,2013-08-08,Express Air,2.99,Texas,8.69,77546
Friendswood,Gary Hansen,Consumer,0.03,1,2013-08-04,31495,Low,34,0.57,Office Supplies,Small Box,Binders and Binder Accessories,-154.81,Central,7348,152.28,2013-08-08,Regular Air,5.44,Kansas,3.81,66762
Grand Prairie,Kelly Lampkin,Corporate,0.01,1,2013-08-05,17956,Critical,17,0.78,Office Supplies,Small Box,Storage and Organization,212.2,Central,4416,1234.85,2013-08-11,Regular Air,8.22,Texas,34.76,77546
Muskego,Patricia Hirasaki,Home Office,0.01,1,2013-08-05,42369,Critical,44,0.46,Office Supplies,Small Box,Storage and Organization,73.45,Central,2470,1914.65,2013-08-06,Regular Air,8.64,Texas,111.03,75051
Grand Prairie,Kelly Lampkin,Corporate,0.01,1,2013-08-05,17956,Critical,40,0.38,Technology,Small Pack,Computer Peripherals,274.98,Central,5974,786.26,2013-08-06,Regular Air,1.99,Wisconsin,17.48,53150
Saint Charles,Christina Vanderzanden,Small Business,0.03,1,2013-08-05,58789,Low,26,0.38,Office Supplies,Wrap Bag,Paper,711.74,Central,2469,1567.51,2013-08-08,Express Air,5.08,Texas,37.94,75051
Saint Charles,Christina Vanderzanden,Small Business,0.02,1,2013-08-05,58789,Low,38,0.48,Office Supplies,Small Box,Binders and Binder Accessories,-105.72,Central,8226,195.51,2013-08-09,Regular Air,7.72,MO,7.3,63301
Jeffersonville,Greg Guthrie,Small Business,0.08,1,2013-08-06,18210,Not Specified,27,0.57,Furniture,Medium Box,Office Furnishings,-10.29,Central,8227,377.13,2013-08-10,Regular Air,6.02,MO,9.77,63301
Kokomo,Greg Guthrie,Small Business,0,1,2013-08-06,18210,Not Specified,27,0.56,Office Supplies,Small Box,Appliances,2437.17,Central,2506,9293.82,2013-08-07,Regular Air,19.99,Indiana,363.25,47130
Colorado Springs,Fred Harton,Home Office,0.03,1,2013-08-06,18598,Critical,46,0.59,Office Supplies,Wrap Bag,Pens and Art Supplies,12.58,Central,2507,80.79,2013-08-07,Regular Air,0.7,Indiana,2.88,46901
Colorado Springs,Fred Harton,Home Office,0.1,1,2013-08-06,18598,Critical,24,0.38,Furniture,Large Box,Office Furnishings,855.14,West,2582,4814.12,2013-08-08,Regular Air,21.26,Colorado,102.3,80906
Lafayette,Nicole Fjeld,Small Business,0.07,1,2013-08-06,8416,Low,2,0.4,Office Supplies,Small Box,Binders and Binder Accessories,28.55,West,2581,349.65,2013-08-09,Express Air,6.46,Colorado,14.48,80906
Bellevue,Raymond Book,Consumer,0.08,1,2013-08-07,9985,Low,12,0.37,Office Supplies,Small Box,Paper,-15.45,South,1155,22.07,2013-08-10,Regular Air,10.39,Louisiana,5.98,70506
Carpentersville,Eugene Barchas,Home Office,0.04,1,2013-08-07,12485,Critical,24,0.59,Office Supplies,Small Box,Paper,-23.52,West,1379,81.9,2013-08-07,Regular Air,5.2,Washington,6.68,98006
Hialeah,Sanjit Engle,Home Office,0.02,1,2013-08-07,10081,Not Specified,49,0.53,Furniture,Jumbo Drum,Chairs and Chairmats,1068.48,Central,1745,5407.31,2013-08-08,Delivery Truck,28.16,Illinois,226.67,60110
